order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,review_score,is_returned,product_category_encoded,return_prob
5bd06bab48e0423fc35d1c236d48a6bb,42c0b09d094220a110c0e0e941f76f06,delivered,2017-05-11 19:17:49,2017-05-13 02:55:06,2017-05-30 09:57:28,2017-06-07 05:27:28,2017-06-22 00:00:00,1,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,2017-05-29 02:55:06,760.0,248.54,beleza_saude,57.0,430.0,1.0,30000.0,55.0,75.0,61.0,527f7f3237fb1397c459701bc765b6f0,55500,escada,PE,5.0,0,11,0.7384849757761964
5bd06bab48e0423fc35d1c236d48a6bb,42c0b09d094220a110c0e0e941f76f06,delivered,2017-05-11 19:17:49,2017-05-13 02:55:06,2017-05-30 09:57:28,2017-06-07 05:27:28,2017-06-22 00:00:00,2,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,2017-05-29 02:55:06,760.0,248.54,beleza_saude,57.0,430.0,1.0,30000.0,55.0,75.0,61.0,527f7f3237fb1397c459701bc765b6f0,55500,escada,PE,5.0,0,11,0.7384849757761964
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,1,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,2,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,3,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,4,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,5,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
cf4659487be50c0c317cff3564c4a840,ed583a2a1eaf0dedc33af816153e8b8c,delivered,2018-07-02 16:39:59,2018-07-05 16:04:19,2018-07-06 08:25:00,2018-07-16 11:12:52,2018-08-01 00:00:00,6,bc3c6d2a621414f2e1df7a8a32a2828e,56e361f411e38dcef17cdc2a3d99628b,2018-07-10 08:32:15,175.0,299.16,sinalizacao_e_seguranca,50.0,408.0,3.0,18700.0,36.0,105.0,36.0,fff5eb4918b2bf4b2da476788d42051c,58407,campina grande,PB,5.0,0,69,0.7986892368678751
556ff8bcd5cc9d1737128fc613ce16ad,2872a928c735de2b583371e7b3b37dd4,shipped,2018-07-28 13:20:44,2018-07-30 18:31:40,2018-07-31 14:33:00,,2018-08-27 00:00:00,1,d0d2f2b156caf4eecf8a6a9d25e52d36,13074f016982ff2bd6c58ced8682f000,2018-08-07 16:05:23,139.0,220.04,moveis_cozinha_area_de_servico_jantar_e_jardim,28.0,328.0,1.0,9200.0,75.0,30.0,76.0,f71091c880cc1db3753fb760307daa16,4337,sao paulo,SP,1.0,1,53,0.7266807006587539
b1bbf1459cd5cbb3c23aad7656250ced,77e0e2987754751f359ba128d6cfa606,delivered,2017-10-01 12:14:31,2017-10-03 09:28:19,2017-10-04 18:41:25,2017-10-30 18:35:14,2017-11-14 00:00:00,1,2b6d377fa9397de28c3d3e1684bb2c4d,712e6ed8aa4aa1fa65dab41fed5737e4,2017-10-13 09:28:19,659.0,210.09,automotivo,36.0,534.0,3.0,20450.0,61.0,61.0,37.0,c18c7db1e430080eb67cece06f62177d,58320,alhandra,PB,3.0,0,8,0.7011185569051946
b19f37ba4b4c83791c9bead49f965926,0b873e99a8f0f2b3432d1678dc3fd2a0,delivered,2018-04-03 10:18:33,2018-04-03 10:30:32,2018-04-03 22:03:08,2018-04-11 15:58:50,2018-05-02 00:00:00,1,c6eea384e62b799e78267eaeea987eaa,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,2018-04-09 10:30:32,1648.0,254.55,bebes,60.0,1443.0,6.0,30000.0,84.0,54.0,45.0,e7ed4f9558a25b5403b41224518d052a,97800,sao luiz gonzaga,RS,5.0,0,9,0.7385814251749767
6ef34c0fc67f8eb9f2fee84357c1ae39,647f99eb0007e6db23fa6ad97b03b1db,delivered,2017-09-04 20:39:09,2017-09-06 03:04:22,2017-09-13 19:39:55,2017-09-28 15:52:32,2017-10-03 00:00:00,1,e00a60cd14eb7299be9e8ad1dfe1c578,06579cb253ecd5a3a12a9e6eb6bf8f47,2017-09-13 03:04:22,74.9,215.43,moveis_decoracao,25.0,413.0,1.0,13250.0,52.0,52.0,52.0,237d81d316c9afc1b1476200408455d8,58155,soledade,PB,5.0,0,54,0.722920269586391
633ab17bf4665666fdef150a01469e84,fcc823f0ae4f596e54cd461c145dfd5d,delivered,2018-06-02 13:53:43,2018-06-03 13:51:21,2018-06-04 14:17:00,2018-06-19 17:54:36,2018-07-17 00:00:00,1,16c4e87b98a9370a9cbc3a4658a3f45b,d23019c84ffae2d5ef2270367b8605fc,2018-06-11 13:51:21,1899.0,284.6,instrumentos_musicais,53.0,1935.0,1.0,18000.0,105.0,30.0,40.0,3cdadaf84a996b3f07ccfcf9796f1dfd,41830,salvador,BA,5.0,0,45,0.7730210353611452
fe12e676fd493885d417a34bc3917411,8600e7ab4bb1f46a5e24854bcc988b9c,delivered,2017-05-22 18:28:29,2017-05-22 18:35:15,2017-06-05 17:08:45,2017-06-13 07:25:40,2017-07-05 00:00:00,1,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,2017-06-06 18:35:15,760.0,312.41,beleza_saude,57.0,430.0,1.0,30000.0,55.0,75.0,61.0,3d17b748f8eed69a279e77fa3c10b20b,59507,alto do rodrigues,RN,5.0,0,11,0.7931630474799954
17c378811f6ab30e2c7d554f2d4fbd44,ed3a94d132e06f96fa99c1f1640496db,delivered,2017-07-27 20:36:00,2017-07-27 20:50:26,2017-08-04 17:47:41,2017-08-29 19:00:29,2017-09-11 00:00:00,1,97c948ebc8c04b26b7bbb095d4228f2a,17f51e7198701186712e53a39c564617,2017-08-11 20:50:26,1050.0,250.57,beleza_saude,60.0,554.0,1.0,30000.0,55.0,75.0,61.0,b632c70b9c2c062dfacbad69e08f6563,62900,russas,CE,5.0,0,11,0.7387541332372871
90674f59a21207f91a7387785c66f340,7dcff1457b8b742e76bd5eec155d2ba9,delivered,2018-08-14 22:31:52,2018-08-15 22:44:06,2018-08-16 15:03:00,2018-08-25 19:34:48,2018-08-24 00:00:00,1,59af9f8790e7a3f82851c321f0e825bf,b4f8921fcc4ff77b66bea6dda43dcd51,2018-08-19 22:44:06,1999.98,225.71,cama_mesa_banho,51.0,454.0,2.0,22525.0,45.0,55.0,65.0,10e1df2717597281c5cffa0e0a7ca7cb,11045,santos,SP,5.0,0,13,0.7101052085674782
797d09101d970843eb1cb6e491b4da0b,0208fd622f545ae73dd1fc6a1a500ba0,delivered,2018-06-24 01:37:15,2018-06-24 01:56:49,2018-06-25 14:37:00,2018-07-03 18:28:29,2018-07-27 00:00:00,1,f9417fcaab540423270d3f693b9944c2,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-06-28 01:56:49,210.99,191.11,sinalizacao_e_seguranca,40.0,586.0,1.0,23950.0,38.0,100.0,38.0,5e60ffd01d4c0c241e7492d62a6b19ce,96010,pelotas,RS,5.0,0,69,0.7025439096508883
7ef259be178f9f06c72a57add85b71cd,a16a13abd16a9d85e4b382ecdc192d33,delivered,2018-06-06 16:55:17,2018-06-06 17:13:19,2018-06-29 15:22:00,2018-07-12 20:03:51,2018-08-09 00:00:00,1,f4f4debbcfcafe6858d1e37a1f6e436e,5058e8c1e82653974541e83690655b4a,2018-06-28 17:13:19,139.98,232.69,moveis_escritorio,33.0,1190.0,1.0,13867.0,101.0,8.0,57.0,5e9e03fb012cf675d96708ca2f6a0df5,65400,codo,MA,3.0,0,55,0.7390823843219068
aff1be85595c5529e666a04a65b00c4b,a359c4f0182f023d07b15adc33efcf57,delivered,2018-07-15 20:12:26,2018-07-16 08:35:15,2018-07-26 11:51:00,2018-08-15 14:59:06,2018-08-16 00:00:00,1,aed75ad669fbebd5a385ac7cc2ae7573,17f51e7198701186712e53a39c564617,2018-08-01 08:35:15,550.0,267.08,beleza_saude,42.0,427.0,1.0,30000.0,50.0,75.0,56.0,aa0fd3e1854cda4e5b0911a24492ba14,89288,sao bento do sul,SC,5.0,0,11,0.7563853963623767
0f384ecb55a5c80a4272ffd05d235a7d,f8cafc094aef043bc70f4e6fa36a8180,delivered,2018-04-05 10:15:29,2018-04-05 10:29:00,2018-04-05 22:34:38,2018-04-27 22:41:54,2018-05-03 00:00:00,1,f8ca22f13e0b58c30e9a8822f20d9ba9,710e3548e02bc1d2831dfc4f1b5b14d4,2018-04-11 10:29:00,259.9,213.53,moveis_decoracao,59.0,601.0,3.0,12200.0,51.0,56.0,36.0,22cc1662504bdaccefb1b8cb9debcf62,40140,salvador,BA,5.0,0,54,0.7200231376054171
0b055b1ac16d0401f76e361ff96926eb,3b34eb193a790f18c1952eca8a964987,delivered,2018-05-03 20:32:43,2018-05-04 11:33:26,2018-05-07 15:01:00,2018-05-17 19:46:48,2018-06-04 00:00:00,1,16c4e87b98a9370a9cbc3a4658a3f45b,d23019c84ffae2d5ef2270367b8605fc,2018-05-10 11:31:04,1890.0,234.78,instrumentos_musicais,53.0,1935.0,1.0,18000.0,105.0,30.0,40.0,afc8f3a11a809a74e5eef0bda1de6b9c,78050,cuiaba,MT,5.0,0,45,0.7285007665792813
8f7d470b019f3b33a814cf048df30370,9885e4e630af4b7352e0a32a7a05bb21,delivered,2018-04-02 08:11:30,2018-04-02 08:29:16,2018-04-04 00:22:15,2018-04-23 16:03:37,2018-04-26 00:00:00,1,62953ad36e6c894ce69fc72d9a5246f3,4a3ca9315b744ce9f8e9374361493884,2018-04-06 08:29:16,230.0,224.34,cama_mesa_banho,59.0,407.0,1.0,13050.0,45.0,15.0,35.0,18ad83ef564d74c175c9c3449041738f,52011,recife,PE,4.0,0,13,0.7191360211900444
6df06dce06727e9d068f266a9b2cdaa7,ecb5d4d5b75256e28606e9d4487420bf,delivered,2018-08-07 22:18:37,2018-08-07 22:30:14,2018-08-08 14:42:00,2018-08-13 20:55:27,2018-08-23 00:00:00,1,43158180e30b3c0c252049265370d7b1,5c030029b5916fed0986310385ec9009,2018-08-09 22:30:14,649.0,211.66,utilidades_domesticas,54.0,919.0,9.0,9660.0,31.0,37.0,25.0,cb844046ab848696a40b6f6935314030,35920,nova era,MG,5.0,0,73,0.7212909991452134
3dd5626c63f493f8b8f8788c2be24baa,a8f345f82667eb421151dc7626147636,delivered,2018-04-27 19:50:43,2018-04-28 19:50:59,2018-04-30 09:21:00,2018-05-03 20:28:35,2018-05-18 00:00:00,1,3a1855685a49813f60e6193864f7215e,c510bc1718f0f2961eaa42a23330681a,2018-05-04 19:50:59,2699.0,306.06,bebes,54.0,2583.0,10.0,11450.0,57.0,78.0,44.0,4683ad127301c1bcbd601a30bb22d2ba,89218,joinville,SC,5.0,0,9,0.7781969326362033
a77e1550db865202c56b19ddc6dc4d53,4eed76c1aafeceac4250e202ca9b1a5a,delivered,2018-04-16 14:57:21,2018-04-19 06:55:13,2018-04-19 18:32:29,2018-04-27 19:45:00,2018-05-17 00:00:00,1,ec31d2a17b299511e7c8627be9337b9b,257e61d3251fb5efb9daadddbc2cf7ca,2018-04-25 06:55:13,979.0,409.68,bebes,44.0,385.0,6.0,14675.0,55.0,64.0,52.0,97734fdca127fddcb5f92f841690c3f2,64770,sao raimundo nonato,PI,5.0,0,9,0.8582737687160448
973acb049a8228a556877e26fb30c06a,b90476f60c15ab27c1b5d23728fed65f,delivered,2018-03-15 15:58:43,2018-03-15 16:11:12,2018-03-16 20:02:55,2018-03-27 20:12:43,2018-04-18 00:00:00,1,24bf010d82955430eeea5ed7643711c7,87b740daf17b5d1be335a64164ec6842,2018-03-28 16:11:12,999.99,293.27,esporte_lazer,53.0,1232.0,2.0,28450.0,105.0,65.0,25.0,38d92612568ca6e3d6b478e5fb004a6f,77480,alvorada,TO,1.0,1,32,0.7815505287967265
750465ac3478d2b4483153fcd61b9c13,b275c7d392742ce887821e789281f91e,delivered,2017-10-05 10:28:57,2017-10-06 10:35:34,2017-10-06 21:07:34,2017-10-17 21:32:29,2017-11-07 00:00:00,1,c60da43ed0fc0f33c57242c2f631e99e,52f976b17ea7f2f087f56dcc419328f6,2017-10-13 10:35:34,1459.0,233.59,esporte_lazer,59.0,1276.0,5.0,26700.0,105.0,70.0,20.0,145f5c920dcccbb95081ceaa800df82e,56310,petrolina,PE,2.0,1,32,0.7262388705073722
6af6633de36925111b10a688783d004b,4abc77ac123a4bcdbe6907171470a2ab,delivered,2017-10-28 16:27:50,2017-10-28 17:21:35,2017-10-30 19:34:11,2017-11-13 16:44:28,2017-11-29 00:00:00,1,9bc0b0cf5d074be7d532d216a92ec874,731ef20c231d9a7103a425e83fd91271,2017-11-03 17:21:05,564.0,237.84,moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,660.0,3.0,30000.0,46.0,90.0,46.0,1e39560f1a511acdb6b7784f3985c374,78556,sinop,MT,3.0,0,53,0.740950255137025
556aa092c68a19aa8aef519574539444,6d0e9627b2c860cd1687fc903c29c6bd,delivered,2017-08-14 12:42:23,2017-08-14 13:35:18,2017-08-25 16:20:34,2017-09-11 22:32:46,2017-09-27 00:00:00,1,48c9b5b0aff66a99d74fbc6e2c600b33,17f51e7198701186712e53a39c564617,2017-08-29 13:35:18,1050.0,250.57,beleza_saude,57.0,548.0,1.0,30000.0,55.0,75.0,61.0,f05f7e19011117620793abe23ef771f8,68515,parauapebas,PA,5.0,0,11,0.7387541332372871
cad5d696e0d7bf7f475ff4cb616e7cd1,a32b503a5a6817541a8e09d6c70f9642,delivered,2017-11-22 18:13:26,2017-11-22 18:26:32,2017-11-28 15:27:40,2017-12-14 18:16:54,2017-12-19 00:00:00,1,961930544d39899c18cfdbc336aeb15e,cd843d4cf8ef32827de0396605163ba3,2017-11-28 18:26:32,409.0,251.39,moveis_cozinha_area_de_servico_jantar_e_jardim,49.0,321.0,1.0,30000.0,97.0,30.0,70.0,8d159ebbb559405a89dca5384fe9d727,58410,campina grande,PB,4.0,0,53,0.7540409686034378
45f42317b5fa7a5f4822b837d7e8304b,b5da4b7204f9f98370ad8fd878ce0e9c,delivered,2017-11-05 15:08:38,2017-11-07 07:30:36,2017-11-07 19:07:19,2017-11-27 20:34:26,2017-12-07 00:00:00,1,e59ab191143aa47319536c1fb16c507f,712e6ed8aa4aa1fa65dab41fed5737e4,2017-11-17 04:26:26,639.0,245.75,automotivo,46.0,888.0,3.0,8500.0,62.0,62.0,41.0,f3b2eb3359ceec0c944d6eaaff458072,65058,sao luis,MA,5.0,0,8,0.7357597340214267
b8f556e0eb31034a9346b2d045c90186,dc22192b47c4e49aa885def47e184afc,delivered,2018-03-02 20:52:50,2018-03-02 21:15:28,2018-03-09 00:10:44,2018-03-21 00:38:46,2018-03-26 00:00:00,1,5d08ef63cf250136d1e5d2ba85656a8c,b32be1695eb7ec5f10f72d9610a12527,2018-03-07 21:15:28,949.0,194.22,utilidades_domesticas,55.0,2194.0,4.0,19200.0,63.0,42.0,41.0,544bbae01f9405564f40ae1af55cf9d1,45638,coaraci,BA,5.0,0,73,0.7023898653434572
2eb868f2f7abdf4284337d1cdeb7399b,628dc39381786ac5f638abd41f96f35e,delivered,2018-06-26 20:15:31,2018-06-28 09:31:23,2018-06-29 14:15:00,2018-07-09 20:32:51,2018-07-25 00:00:00,1,c1e4bd7e1144f99ac576aedc324a5cb3,082e0bf4cb865a6533b1e8e498cc0255,2018-07-04 09:31:23,144.0,269.0,ferramentas_jardim,58.0,331.0,1.0,30000.0,43.0,102.0,30.0,93a1b58fd7ba6d819a6ee10e56d5d96f,79150,maracaju,MS,1.0,1,40,0.7674867013328966
94fca82966c05ba707f4e7dc0c50aa3c,803cd9b04f9cd252c6a83a2ecdbc22c3,delivered,2018-08-15 17:00:49,2018-08-15 17:15:18,2018-08-17 11:53:00,2018-08-21 00:16:33,2018-08-27 00:00:00,1,0cf5798cf0a69ca39b286d63dd5a9501,5d9dc90a686a8fddacffab6bab5653a3,2018-08-20 17:15:18,3099.0,252.35,esporte_lazer,39.0,1026.0,1.0,15200.0,95.0,30.0,55.0,ce3fe361f9e68bf0a813baaae1334d01,30180,belo horizonte,MG,4.0,0,32,0.7346577712431086
0822bcde10bb5d023755a71bc8f7797f,6bdf92e9fc8278f946ab67d15ebfe4ff,delivered,2018-05-07 23:29:24,2018-05-07 23:52:39,2018-05-10 12:40:00,2018-05-15 20:39:07,2018-05-22 00:00:00,1,363a9f5b97bf194da23858be722a7aa5,9596c870880d900012f2e8e6e30d06d7,2018-05-10 23:52:39,990.0,321.46,construcao_ferramentas_construcao,44.0,1455.0,6.0,30000.0,100.0,50.0,50.0,e3b3b57caa0974d93ed5218dde2ff4b3,2307,sao paulo,SP,4.0,0,21,0.8013511410124904
11b0d2ca29a268561114f01ff9571c96,eb4e0055f25e3f034c9fe8da064abb3d,delivered,2018-03-30 16:12:40,2018-03-30 16:27:13,2018-04-03 00:38:36,2018-04-20 21:35:47,2018-04-26 00:00:00,1,d294bd539d8c70342149beb38b767afc,7d13fca15225358621be4086e1eb0964,2018-04-05 16:27:13,489.0,209.63,relogios_presentes,50.0,295.0,1.0,650.0,13.0,11.0,12.0,d5763d39861acd1baedfcbd33dccb59d,70673,brasilia,DF,4.0,0,67,0.7185737063541686
029c545413b10a6bd7540401f6eef0a3,2131f859f33715756b10efb97d873a85,delivered,2018-07-10 17:16:33,2018-07-11 09:30:27,2018-07-17 14:23:00,2018-07-20 16:14:38,2018-07-30 00:00:00,1,8d4e92265a16e69a1e1d76e67e46d72f,54219883e72aad869adfb2a54b7bfa0f,2018-07-17 09:30:15,1350.0,294.76,instrumentos_musicais,45.0,422.0,5.0,30000.0,80.0,75.0,36.0,5993c0ed4bc51b72a8332bb7fa4303c5,71680,brasilia,DF,1.0,1,45,0.784129471268825
85c467a504e5796387bb68fe2adcc256,2d54c241a27d5c40c9adf389868e0995,delivered,2018-01-12 14:52:12,2018-01-12 15:08:20,2018-01-13 02:36:17,2018-01-30 20:59:00,2018-02-09 00:00:00,1,dafc867209fb20b8331f1edaebc95b58,0691148aee60ca47977c187804f935ae,2018-01-18 15:08:20,883.9,218.12,esporte_lazer,57.0,1933.0,2.0,30000.0,88.0,40.0,48.0,3895f60f6e6a89e5cfb7b72ffdcdf7e0,41150,salvador,BA,1.0,1,32,0.7146407035787576
85c467a504e5796387bb68fe2adcc256,2d54c241a27d5c40c9adf389868e0995,delivered,2018-01-12 14:52:12,2018-01-12 15:08:20,2018-01-13 02:36:17,2018-01-30 20:59:00,2018-02-09 00:00:00,2,dafc867209fb20b8331f1edaebc95b58,0691148aee60ca47977c187804f935ae,2018-01-18 15:08:20,883.9,218.12,esporte_lazer,57.0,1933.0,2.0,30000.0,88.0,40.0,48.0,3895f60f6e6a89e5cfb7b72ffdcdf7e0,41150,salvador,BA,1.0,1,32,0.7146407035787576
70b742795bc441e94a44a084b6d9ce7a,0c155574f4f4d27594dbdd37731a6ecb,delivered,2017-08-24 10:29:36,2017-08-24 10:35:22,2017-08-30 15:28:21,2017-09-12 20:27:39,2017-09-20 00:00:00,1,1dd284c37ca97cbb86c029c65fb9a494,070d165398b553f3b4b851c216b8a358,2017-08-30 10:35:22,269.99,196.94,pet_shop,40.0,969.0,1.0,30000.0,70.0,50.0,50.0,b8b3c435a58aebd788a477bed8342910,95585,arroio do sal,RS,5.0,0,64,0.7065569357069517
